"","game_id","schedule_season","schedule_week","schedule_date","team_home_id","stadium","weather_temperature","weather_wind_mph","weather_humidity","weather_detail"
"8545","20041114MINGB",2004,"10",2004-11-14,"GB","Lambeau Field",36,7,75,""
"8546","20041114NYGARI",2004,"10",2004-11-14,"ARI","University of Phoenix Stadium",62,12,46,""
"8547","20041114PITCLE",2004,"10",2004-11-14,"CLE","FirstEnergy Stadium",36,5,59,""
"8548","20041114SEALAR",2004,"10",2004-11-14,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"8549","20041114TBATL",2004,"10",2004-11-14,"ATL","Georgia Dome",72,0,NA,"indoor"
"8550","20041115PHIDAL",2004,"10",2004-11-15,"DAL","Texas Stadium",56,8,88,""
"8551","20041121ARICAR",2004,"11",2004-11-21,"CAR","Bank of America Stadium",61,4,78,""
"8552","20041121ATLNYG",2004,"11",2004-11-21,"NYG","Giants Stadium",49,8,94,""
"8553","20041121DALBAL",2004,"11",2004-11-21,"BAL","M&T Bank Stadium",55,3,90,""
"8554","20041121DENNO",2004,"11",2004-11-21,"NO","Louisiana Superdome",72,0,NA,"indoor"
"8555","20041121DETMIN",2004,"11",2004-11-21,"MIN","Hubert H. Humphrey Metrodome",72,0,NA,"indoor"
"8556","20041121GBHOU",2004,"11",2004-11-21,"HOU","Reliant Stadium",72,0,NA,"indoor"
"8557","20041121INDCHI",2004,"11",2004-11-21,"CHI","Soldier Field",42,8,64,""
"8558","20041121LACLVR",2004,"11",2004-11-21,"LVR","Oakland Coliseum",55,23,27,""
"8559","20041121LARBUF",2004,"11",2004-11-21,"BUF","Ralph Wilson Stadium",50,11,86,""
"8560","20041121MIASEA",2004,"11",2004-11-21,"SEA","CenturyLink Field",41,3,81,""
"8561","20041121NYJCLE",2004,"11",2004-11-21,"CLE","FirstEnergy Stadium",49,10,78,""
"8562","20041121PITCIN",2004,"11",2004-11-21,"CIN","Paul Brown Stadium",50,8,85,""
"8563","20041121SFTB",2004,"11",2004-11-21,"TB","Raymond James Stadium",71,5,73,""
"8564","20041121TENJAX",2004,"11",2004-11-21,"JAX","EverBank Field",71,5,78,""
"8565","20041121WASPHI",2004,"11",2004-11-21,"PHI","Lincoln Financial Field",51,7,89,""
"8566","20041122NEKC",2004,"11",2004-11-22,"KC","Arrowhead Stadium",43,5,85,""
"8567","20041125CHIDAL",2004,"12",2004-11-25,"DAL","Texas Stadium",47,12,57,""
"8568","20041125INDDET",2004,"12",2004-11-25,"DET","Ford Field",72,0,NA,"indoor"
"8569","20041128BALNE",2004,"12",2004-11-28,"NE","Gillette Stadium",47,20,81,"rain"
"8570","20041128BUFSEA",2004,"12",2004-11-28,"SEA","CenturyLink Field",40,5,82,""
"8571","20041128CLECIN",2004,"12",2004-11-28,"CIN","Paul Brown Stadium",40,14,77,""
"8572","20041128JAXMIN",2004,"12",2004-11-28,"MIN","Hubert H. Humphrey Metrodome",72,0,NA,"indoor"
"8573","20041128LACKC",2004,"12",2004-11-28,"KC","Arrowhead Stadium",34,11,78,""
"8574","20041128LVRDEN",2004,"12",2004-11-28,"DEN","Sports Authority Field at Mile High",24,15,88,""
"8575","20041128MIASF",2004,"12",2004-11-28,"SF","Candlestick Park",54,18,48,""
"8576","20041128NOATL",2004,"12",2004-11-28,"ATL","Georgia Dome",72,0,NA,"indoor"
"8577","20041128NYJARI",2004,"12",2004-11-28,"ARI","University of Phoenix Stadium",59,12,47,""
"8578","20041128PHINYG",2004,"12",2004-11-28,"NYG","Giants Stadium",55,21,81,""
"8579","20041128TBCAR",2004,"12",2004-11-28,"CAR","Bank of America Stadium",48,7,75,""
"8580","20041128TENHOU",2004,"12",2004-11-28,"HOU","Reliant Stadium",72,0,NA,"indoor"
"8581","20041128WASPIT",2004,"12",2004-11-28,"PIT","Heinz Field",43,14,74,""
"8582","20041129LARGB",2004,"12",2004-11-29,"GB","Lambeau Field",31,6,80,""
"8583","20041205ARIDET",2004,"13",2004-12-05,"DET","Ford Field",72,0,NA,"indoor"
"8584","20041205ATLTB",2004,"13",2004-12-05,"TB","Raymond James Stadium",61,5,65,""
"8585","20041205BUFMIA",2004,"13",2004-12-05,"MIA","Sun Life Stadium",72,8,76,""
"8586","20041205CARNO",2004,"13",2004-12-05,"NO","Louisiana Superdome",72,0,NA,"indoor"
"8587","20041205CINBAL",2004,"13",2004-12-05,"BAL","M&T Bank Stadium",43,6,58,""
"8588","20041205DENLAC",2004,"13",2004-12-05,"LAC","Qualcomm Stadium",54,11,72,""
"8589","20041205GBPHI",2004,"13",2004-12-05,"PHI","Lincoln Financial Field",45,12,59,""
"8590","20041205HOUNYJ",2004,"13",2004-12-05,"NYJ","Giants Stadium",47,14,49,""
"8591","20041205KCLVR",2004,"13",2004-12-05,"LVR","Oakland Coliseum",46,8,71,""
"8592","20041205MINCHI",2004,"13",2004-12-05,"CHI","Soldier Field",37,9,86,""
"8593","20041205NECLE",2004,"13",2004-12-05,"CLE","FirstEnergy Stadium",40,10,74,""
"8594","20041205NYGWAS",2004,"13",2004-12-05,"WAS","FedEx Field",45,8,60,""
"8595","20041205PITJAX",2004,"13",2004-12-05,"JAX","EverBank Field",53,4,86,""
"8596","20041205SFLAR",2004,"13",2004-12-05,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"8597","20041205TENIND",2004,"13",2004-12-05,"IND","RCA Dome",72,0,NA,"indoor"
"8598","20041206DALSEA",2004,"13",2004-12-06,"SEA","CenturyLink Field",40,10,86,""
"8599","20041212CHIJAX",2004,"14",2004-12-12,"JAX","EverBank Field",49,9,62,""
"8600","20041212CINNE",2004,"14",2004-12-12,"NE","Gillette Stadium",42,13,70,""
"8601","20041212CLEBUF",2004,"14",2004-12-12,"BUF","Ralph Wilson Stadium",32,14,87,"snow"
"8602","20041212DETGB",2004,"14",2004-12-12,"GB","Lambeau Field",33,17,79,""
"8603","20041212INDHOU",2004,"14",2004-12-12,"HOU","Reliant Stadium",72,0,NA,"indoor"
"8604","20041212LARCAR",2004,"14",2004-12-12,"CAR","Bank of America Stadium",43,7,60,""
"8605","20041212LVRATL",2004,"14",2004-12-12,"ATL","Georgia Dome",72,0,NA,"indoor"
"8606","20041212MIADEN",2004,"14",2004-12-12,"DEN","Sports Authority Field at Mile High",45,14,39,""
"8607","20041212NODAL",2004,"14",2004-12-12,"DAL","Texas Stadium",56,10,52,""
"8608","20041212NYGBAL",2004,"14",2004-12-12,"BAL","M&T Bank Stadium",42,12,60,""
"8609","20041212NYJPIT",2004,"14",2004-12-12,"PIT","Heinz Field",33,11,88,""
"8610","20041212PHIWAS",2004,"14",2004-12-12,"WAS","FedEx Field",44,12,55,""
"8611","20041212SEAMIN",2004,"14",2004-12-12,"MIN","Hubert H. Humphrey Metrodome",72,0,NA,"indoor"
"8612","20041212SFARI",2004,"14",2004-12-12,"ARI","University of Phoenix Stadium",62,6,48,""
"8613","20041212TBLAC",2004,"14",2004-12-12,"LAC","Qualcomm Stadium",56,5,88,""
"8614","20041213KCTEN",2004,"14",2004-12-13,"TEN","Nissan Stadium",43,10,58,""
"8615","20041218CARATL",2004,"15",2004-12-18,"ATL","Georgia Dome",72,0,NA,"indoor"
"8616","20041218PITNYG",2004,"15",2004-12-18,"NYG","Giants Stadium",34,11,65,""
"8617","20041218WASSF",2004,"15",2004-12-18,"SF","Candlestick Park",51,3,86,""
"8618","20041219BALIND",2004,"15",2004-12-19,"IND","RCA Dome",72,0,NA,"indoor"
"8619","20041219BUFCIN",2004,"15",2004-12-19,"CIN","Paul Brown Stadium",29,21,58,""
"8620","20041219DALPHI",2004,"15",2004-12-19,"PHI","Lincoln Financial Field",36,5,87,""
"8621","20041219DENKC",2004,"15",2004-12-19,"KC","Arrowhead Stadium",20,16,53,""
"8622","20041219HOUCHI",2004,"15",2004-12-19,"CHI","Soldier Field",14,20,56,""
"8623","20041219JAXGB",2004,"15",2004-12-19,"GB","Lambeau Field",7,19,48,""
"8624","20041219LACCLE",2004,"15",2004-12-19,"CLE","FirstEnergy Stadium",24,18,81,""
"8625","20041219LARARI",2004,"15",2004-12-19,"ARI","University of Phoenix Stadium",61,8,28,""
"8626","20041219MINDET",2004,"15",2004-12-19,"DET","Ford Field",72,0,NA,"indoor"
"8627","20041219NOTB",2004,"15",2004-12-19,"TB","Raymond James Stadium",58,9,66,""
"8628","20041219SEANYJ",2004,"15",2004-12-19,"NYJ","Giants Stadium",40,8,82,""
"8629","20041219TENLVR",2004,"15",2004-12-19,"LVR","Oakland Coliseum",48,7,81,""
"8630","20041220NEMIA",2004,"15",2004-12-20,"MIA","Sun Life Stadium",58,9,59,""
"8631","20041224GBMIN",2004,"16",2004-12-24,"MIN","Hubert H. Humphrey Metrodome",72,0,NA,"indoor"
"8632","20041225DENTEN",2004,"16",2004-12-25,"TEN","Nissan Stadium",21,3,77,""
"8633","20041225LVRKC",2004,"16",2004-12-25,"KC","Arrowhead Stadium",27,17,55,""
"8634","20041226ARISEA",2004,"16",2004-12-26,"SEA","CenturyLink Field",44,6,85,""
"8635","20041226ATLNO",2004,"16",2004-12-26,"NO","Louisiana Superdome",72,0,NA,"indoor"
"8636","20041226BALPIT",2004,"16",2004-12-26,"PIT","Heinz Field",22,6,75,""
"8637","20041226BUFSF",2004,"16",2004-12-26,"SF","Candlestick Park",52,12,85,""
"8638","20041226CARTB",2004,"16",2004-12-26,"TB","Raymond James Stadium",52,21,86,""
"8639","20041226CHIDET",2004,"16",2004-12-26,"DET","Ford Field",72,0,NA,"indoor"
"8640","20041226CLEMIA",2004,"16",2004-12-26,"MIA","Sun Life Stadium",69,16,79,""
"8641","20041226HOUJAX",2004,"16",2004-12-26,"JAX","EverBank Field",43,21,90,""
"8642","20041226LACIND",2004,"16",2004-12-26,"IND","RCA Dome",72,0,NA,"indoor"
"8643","20041226NENYJ",2004,"16",2004-12-26,"NYJ","Giants Stadium",28,14,60,""
"8644","20041226NYGCIN",2004,"16",2004-12-26,"CIN","Paul Brown Stadium",24,8,76,""
"8645","20041226WASDAL",2004,"16",2004-12-26,"DAL","Texas Stadium",41,7,50,""
"8646","20041227PHILAR",2004,"16",2004-12-27,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"8647","20050102ATLSEA",2004,"17",2005-01-02,"SEA","CenturyLink Field",37,14,72,""
"8648","20050102CINPHI",2004,"17",2005-01-02,"PHI","Lincoln Financial Field",42,8,65,""
"8649","20050102CLEHOU",2004,"17",2005-01-02,"HOU","Reliant Stadium",72,0,NA,"indoor"
"8650","20050102DALNYG",2004,"17",2005-01-02,"NYG","Giants Stadium",40,11,64,""
"8651","20050102DETTEN",2004,"17",2005-01-02,"TEN","Nissan Stadium",59,8,81,""
"8652","20050102GBCHI",2004,"17",2005-01-02,"CHI","Soldier Field",43,12,90,""
"8653","20050102INDDEN",2004,"17",2005-01-02,"DEN","Sports Authority Field at Mile High",28,8,70,""
"8654","20050102JAXLVR",2004,"17",2005-01-02,"LVR","Oakland Coliseum",48,11,93,""
"8655","20050102KCLAC",2004,"17",2005-01-02,"LAC","Qualcomm Stadium",53,4,65,""
"8656","20050102MIABAL",2004,"17",2005-01-02,"BAL","M&T Bank Stadium",43,7,68,""
"8657","20050102MINWAS",2004,"17",2005-01-02,"WAS","FedEx Field",44,7,71,""
"8658","20050102NOCAR",2004,"17",2005-01-02,"CAR","Bank of America Stadium",55,3,76,""
"8659","20050102NYJLAR",2004,"17",2005-01-02,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"8660","20050102PITBUF",2004,"17",2005-01-02,"BUF","Ralph Wilson Stadium",40,13,78,""
"8661","20050102SFNE",2004,"17",2005-01-02,"NE","Gillette Stadium",34,13,58,""
"8662","20050102TBARI",2004,"17",2005-01-02,"ARI","University of Phoenix Stadium",56,6,70,""
"8663","20050108LARSEA",2004,"Wildcard",2005-01-08,"SEA","CenturyLink Field",NA,NA,NA,""
"8664","20050108NYJLAC",2004,"Wildcard",2005-01-08,"LAC","Qualcomm Stadium",NA,NA,NA,""
"8665","20050109DENIND",2004,"Wildcard",2005-01-09,"IND","RCA Dome",72,0,NA,"indoor"
"8666","20050109MINGB",2004,"Wildcard",2005-01-09,"GB","Lambeau Field",NA,NA,NA,""
"8667","20050115LARATL",2004,"Division",2005-01-15,"ATL","Georgia Dome",72,0,NA,"indoor"
"8668","20050115NYJPIT",2004,"Division",2005-01-15,"PIT","Heinz Field",NA,NA,NA,""
"8669","20050116INDNE",2004,"Division",2005-01-16,"NE","Gillette Stadium",NA,NA,NA,""
"8670","20050116MINPHI",2004,"Division",2005-01-16,"PHI","Lincoln Financial Field",NA,NA,NA,""
"8671","20050123ATLPHI",2004,"Conference",2005-01-23,"PHI","Lincoln Financial Field",NA,NA,NA,""
"8672","20050123NEPIT",2004,"Conference",2005-01-23,"PIT","Heinz Field",NA,NA,NA,""
"8673","20050206NEPHI",2004,"Superbowl",2005-02-06,"PHI","Alltel Stadium",59,NA,NA,""
"8674","20050908LVRNE",2005,"1",2005-09-08,"NE","Gillette Stadium",71,9,64,""
"8675","20050911ARINYG",2005,"1",2005-09-11,"NYG","Giants Stadium",70,10,53,""
"8676","20050911CHIWAS",2005,"1",2005-09-11,"WAS","FedEx Field",73,6,55,""
"8677","20050911CINCLE",2005,"1",2005-09-11,"CLE","FirstEnergy Stadium",69,6,63,""
"8678","20050911DALLAC",2005,"1",2005-09-11,"LAC","Qualcomm Stadium",68,9,64,""
"8679","20050911DENMIA",2005,"1",2005-09-11,"MIA","Sun Life Stadium",81,8,80,""
"8680","20050911GBDET",2005,"1",2005-09-11,"DET","Ford Field",72,0,NA,"indoor"
"8681","20050911HOUBUF",2005,"1",2005-09-11,"BUF","Ralph Wilson Stadium",64,8,58,""
"8682","20050911INDBAL",2005,"1",2005-09-11,"BAL","M&T Bank Stadium",69,4,63,""
"8683","20050911LARSF",2005,"1",2005-09-11,"SF","Candlestick Park",61,20,74,""
"8684","20050911NOCAR",2005,"1",2005-09-11,"CAR","Bank of America Stadium",74,12,49,""
"8685","20050911NYJKC",2005,"1",2005-09-11,"KC","Arrowhead Stadium",78,13,60,""
"8686","20050911SEAJAX",2005,"1",2005-09-11,"JAX","EverBank Field",79,9,63,""
"8687","20050911TBMIN",2005,"1",2005-09-11,"MIN","Hubert H. Humphrey Metrodome",72,0,NA,"indoor"
"8688","20050911TENPIT",2005,"1",2005-09-11,"PIT","Heinz Field",68,4,60,""
"8689","20050912PHIATL",2005,"1",2005-09-12,"ATL","Georgia Dome",72,0,NA,"indoor"
"8690","20050918ATLSEA",2005,"2",2005-09-18,"SEA","CenturyLink Field",57,5,77,""
"8691","20050918BALTEN",2005,"2",2005-09-18,"TEN","Nissan Stadium",68,3,74,""
"8692","20050918BUFTB",2005,"2",2005-09-18,"TB","Raymond James Stadium",84,7,61,""
"8693","20050918CLEGB",2005,"2",2005-09-18,"GB","Lambeau Field",66,6,70,""
"8694","20050918DETCHI",2005,"2",2005-09-18,"CHI","Soldier Field",67,8,67,""
"8695","20050918JAXIND",2005,"2",2005-09-18,"IND","RCA Dome",72,0,NA,"indoor"
"8696","20050918KCLVR",2005,"2",2005-09-18,"LVR","Oakland Coliseum",60,10,76,""
"8697","20050918LACDEN",2005,"2",2005-09-18,"DEN","Sports Authority Field at Mile High",65,11,26,""
"8698","20050918LARARI",2005,"2",2005-09-18,"ARI","University of Phoenix Stadium",85,6,15,""
"8699","20050918MIANYJ",2005,"2",2005-09-18,"NYJ","Giants Stadium",75,11,57,""
"8700","20050918MINCIN",2005,"2",2005-09-18,"CIN","Paul Brown Stadium",66,4,74,""
"8701","20050918NECAR",2005,"2",2005-09-18,"CAR","Bank of America Stadium",77,5,62,""
"8702","20050918PITHOU",2005,"2",2005-09-18,"HOU","Reliant Stadium",72,0,NA,"indoor"
"8703","20050918SFPHI",2005,"2",2005-09-18,"PHI","Lincoln Financial Field",75,11,57,""
"8704","20050919NONYG",2005,"2",2005-09-19,"NYG","Giants Stadium",77,8,53,""
"8705","20050919WASDAL",2005,"2",2005-09-19,"DAL","Texas Stadium",86,11,51,""
"8706","20050925ARISEA",2005,"3",2005-09-25,"SEA","CenturyLink Field",56,6,65,""
"8707","20050925ATLBUF",2005,"3",2005-09-25,"BUF","Ralph Wilson Stadium",68,10,75,""
"8708","20050925CARMIA",2005,"3",2005-09-25,"MIA","Sun Life Stadium",82,10,76,""
"8709","20050925CINCHI",2005,"3",2005-09-25,"CHI","Soldier Field",70,8,90,""
"8710","20050925CLEIND",2005,"3",2005-09-25,"IND","RCA Dome",72,0,NA,"indoor"
"8711","20050925DALSF",2005,"3",2005-09-25,"SF","Candlestick Park",61,8,57,""
"8712","20050925JAXNYJ",2005,"3",2005-09-25,"NYJ","Giants Stadium",67,10,60,""
"8713","20050925LVRPHI",2005,"3",2005-09-25,"PHI","Lincoln Financial Field",69,10,60,""
"8714","20050925NEPIT",2005,"3",2005-09-25,"PIT","Heinz Field",71,7,72,""
"8715","20050925NOMIN",2005,"3",2005-09-25,"MIN","Hubert H. Humphrey Metrodome",72,0,NA,"indoor"
"8716","20050925NYGLAC",2005,"3",2005-09-25,"LAC","Qualcomm Stadium",65,7,70,""
"8717","20050925TBGB",2005,"3",2005-09-25,"GB","Lambeau Field",64,7,92,""
"8718","20050925TENLAR",2005,"3",2005-09-25,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"8719","20050926KCDEN",2005,"3",2005-09-26,"DEN","Sports Authority Field at Mile High",58,11,49,""
"8720","20051002BUFNO",2005,"4",2005-10-02,"NO","Alamo Dome",72,0,NA,"indoor"
"8721","20051002DALLVR",2005,"4",2005-10-02,"LVR","Oakland Coliseum",60,14,74,""
"8722","20051002DENJAX",2005,"4",2005-10-02,"JAX","EverBank Field",83,15,73,""
"8723","20051002DETTB",2005,"4",2005-10-02,"TB","Raymond James Stadium",81,11,74,""
"8724","20051002HOUCIN",2005,"4",2005-10-02,"CIN","Paul Brown Stadium",71,5,75,""
"8725","20051002INDTEN",2005,"4",2005-10-02,"TEN","Nissan Stadium",75,6,70,""
"8726","20051002LACNE",2005,"4",2005-10-02,"NE","Gillette Stadium",60,9,73,""
"8727","20051002LARNYG",2005,"4",2005-10-02,"NYG","Giants Stadium",68,6,55,""
"8728","20051002MINATL",2005,"4",2005-10-02,"ATL","Georgia Dome",72,0,NA,"indoor"
"8729","20051002NYJBAL",2005,"4",2005-10-02,"BAL","M&T Bank Stadium",64,4,65,""
"8730","20051002PHIKC",2005,"4",2005-10-02,"KC","Arrowhead Stadium",75,19,74,""
"8731","20051002SEAWAS",2005,"4",2005-10-02,"WAS","FedEx Field",68,5,60,""
"8732","20051002SFARI",2005,"4",2005-10-02,"ARI","Estadio Azteca",66,7,58,""
"8733","20051003GBCAR",2005,"4",2005-10-03,"CAR","Bank of America Stadium",71,7,61,""
"8734","20051009BALDET",2005,"5",2005-10-09,"DET","Ford Field",72,0,NA,"indoor"
"8735","20051009CARARI",2005,"5",2005-10-09,"ARI","University of Phoenix Stadium",81,14,22,""
"8736","20051009CHICLE",2005,"5",2005-10-09,"CLE","FirstEnergy Stadium",53,11,81,""
"8737","20051009CINJAX",2005,"5",2005-10-09,"JAX","EverBank Field",79,7,86,""
"8738","20051009INDSF",2005,"5",2005-10-09,"SF","Candlestick Park",58,15,70,""
"8739","20051009MIABUF",2005,"5",2005-10-09,"BUF","Ralph Wilson Stadium",48,11,76,""
"8740","20051009NEATL",2005,"5",2005-10-09,"ATL","Georgia Dome",72,0,NA,"indoor"
"8741","20051009NOGB",2005,"5",2005-10-09,"GB","Lambeau Field",44,7,79,""
"8742","20051009PHIDAL",2005,"5",2005-10-09,"DAL","Texas Stadium",64,9,47,""
"8743","20051009SEALAR",2005,"5",2005-10-09,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"8744","20051009TBNYJ",2005,"5",2005-10-09,"NYJ","Giants Stadium",60,13,86,""
"8745","20051009TENHOU",2005,"5",2005-10-09,"HOU","Reliant Stadium",72,0,NA,"indoor"
"8746","20051009WASDEN",2005,"5",2005-10-09,"DEN","Sports Authority Field at Mile High",56,16,51,""
"8747","20051010PITLAC",2005,"5",2005-10-10,"LAC","Qualcomm Stadium",65,5,69,""
"8748","20051016ATLNO",2005,"6",2005-10-16,"NO","Alamo Dome",72,0,NA,"indoor"
"8749","20051016CARDET",2005,"6",2005-10-16,"DET","Ford Field",72,0,NA,"indoor"
"8750","20051016CINTEN",2005,"6",2005-10-16,"TEN","Nissan Stadium",63,6,35,""
"8751","20051016CLEBAL",2005,"6",2005-10-16,"BAL","M&T Bank Stadium",57,14,54,""
"8752","20051016HOUSEA",2005,"6",2005-10-16,"SEA","CenturyLink Field",55,11,84,""
"8753","20051016JAXPIT",2005,"6",2005-10-16,"PIT","Heinz Field",50,14,68,""
"8754","20051016LACLVR",2005,"6",2005-10-16,"LVR","Oakland Coliseum",60,10,64,""
"8755","20051016MIATB",2005,"6",2005-10-16,"TB","Raymond James Stadium",75,8,61,""
"8756","20051016MINCHI",2005,"6",2005-10-16,"CHI","Soldier Field",53,9,53,""
"8757","20051016NEDEN",2005,"6",2005-10-16,"DEN","Sports Authority Field at Mile High",57,12,48,""
"8758","20051016NYGDAL",2005,"6",2005-10-16,"DAL","Texas Stadium",73,6,40,""
"8759","20051016NYJBUF",2005,"6",2005-10-16,"BUF","Ralph Wilson Stadium",52,16,71,""
"8760","20051016WASKC",2005,"6",2005-10-16,"KC","Arrowhead Stadium",64,10,46,""
"8761","20051017LARIND",2005,"6",2005-10-17,"IND","RCA Dome",72,0,NA,"indoor"
"8762","20051021KCMIA",2005,"7",2005-10-21,"MIA","Sun Life Stadium",81,9,83,""
"8763","20051023BALCHI",2005,"7",2005-10-23,"CHI","Soldier Field",41,8,82,""
"8764","20051023BUFLVR",2005,"7",2005-10-23,"LVR","Oakland Coliseum",58,9,86,""
"8765","20051023DALSEA",2005,"7",2005-10-23,"SEA","CenturyLink Field",55,5,90,""
"8766","20051023DENNYG",2005,"7",2005-10-23,"NYG","Giants Stadium",52,19,72,""
"8767","20051023DETCLE",2005,"7",2005-10-23,"CLE","FirstEnergy Stadium",46,7,78,""
"8768","20051023GBMIN",2005,"7",2005-10-23,"MIN","Hubert H. Humphrey Metrodome",72,0,NA,"indoor"
"8769","20051023INDHOU",2005,"7",2005-10-23,"HOU","Reliant Stadium",72,0,NA,"indoor"
"8770","20051023LACPHI",2005,"7",2005-10-23,"PHI","Lincoln Financial Field",53,14,61,""
"8771","20051023NOLAR",2005,"7",2005-10-23,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"8772","20051023PITCIN",2005,"7",2005-10-23,"CIN","Paul Brown Stadium",47,6,87,""
"8773","20051023SFWAS",2005,"7",2005-10-23,"WAS","FedEx Field",55,11,58,""
"8774","20051023TENARI",2005,"7",2005-10-23,"ARI","University of Phoenix Stadium",75,6,36,""
"8775","20051024NYJATL",2005,"7",2005-10-24,"ATL","Georgia Dome",72,0,NA,"indoor"
"8776","20051030ARIDAL",2005,"8",2005-10-30,"DAL","Texas Stadium",65,13,48,""
"8777","20051030BUFNE",2005,"8",2005-10-30,"NE","Gillette Stadium",50,15,54,""
"8778","20051030CHIDET",2005,"8",2005-10-30,"DET","Ford Field",72,0,NA,"indoor"
"8779","20051030CLEHOU",2005,"8",2005-10-30,"HOU","Reliant Stadium",72,0,NA,"indoor"
"8780","20051030GBCIN",2005,"8",2005-10-30,"CIN","Paul Brown Stadium",45,7,60,""
"8781","20051030JAXLAR",2005,"8",2005-10-30,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"8782","20051030KCLAC",2005,"8",2005-10-30,"LAC","Qualcomm Stadium",62,7,77,""
"8783","20051030LVRTEN",2005,"8",2005-10-30,"TEN","Nissan Stadium",50,5,49,""
"8784","20051030MIANO",2005,"8",2005-10-30,"NO","Tiger Stadium (LSU)",57,6,60,""
"8785","20051030MINCAR",2005,"8",2005-10-30,"CAR","Bank of America Stadium",48,3,60,""
"8786","20051030PHIDEN",2005,"8",2005-10-30,"DEN","Sports Authority Field at Mile High",44,10,74,""
"8787","20051030TBSF",2005,"8",2005-10-30,"SF","Candlestick Park",56,9,75,""
"8788","20051030WASNYG",2005,"8",2005-10-30,"NYG","Giants Stadium",55,15,50,""
"8789","20051031BALPIT",2005,"8",2005-10-31,"PIT","Heinz Field",47,6,59,""
"8790","20051106ATLMIA",2005,"9",2005-11-06,"MIA","Sun Life Stadium",78,6,75,""
"8791","20051106CARTB",2005,"9",2005-11-06,"TB","Raymond James Stadium",74,7,69,""
"8792","20051106CHINO",2005,"9",2005-11-06,"NO","Tiger Stadium (LSU)",74,5,74,""
"8793","20051106CINBAL",2005,"9",2005-11-06,"BAL","M&T Bank Stadium",59,8,73,""
"8794","20051106DETMIN",2005,"9",2005-11-06,"MIN","Hubert H. Humphrey Metrodome",72,0,NA,"indoor"
"8795","20051106HOUJAX",2005,"9",2005-11-06,"JAX","EverBank Field",72,5,68,""
"8796","20051106LACNYJ",2005,"9",2005-11-06,"NYJ","Giants Stadium",59,9,86,""
"8797","20051106LVRKC",2005,"9",2005-11-06,"KC","Arrowhead Stadium",50,10,64,""
"8798","20051106NYGSF",2005,"9",2005-11-06,"SF","Candlestick Park",57,7,80,""
"8799","20051106PHIWAS",2005,"9",2005-11-06,"WAS","FedEx Field",62,10,73,""
"8800","20051106PITGB",2005,"9",2005-11-06,"GB","Lambeau Field",43,19,89,""
"8801","20051106SEAARI",2005,"9",2005-11-06,"ARI","University of Phoenix Stadium",68,6,27,""
"8802","20051106TENCLE",2005,"9",2005-11-06,"CLE","FirstEnergy Stadium",61,21,71,""
"8803","20051107INDNE",2005,"9",2005-11-07,"NE","Gillette Stadium",56,17,60,""
"8804","20051113ARIDET",2005,"10",2005-11-13,"DET","Ford Field",72,0,NA,"indoor"
"8805","20051113BALJAX",2005,"10",2005-11-13,"JAX","EverBank Field",70,6,66,""
"8806","20051113CLEPIT",2005,"10",2005-11-13,"PIT","Heinz Field",52,11,51,""
"8807","20051113DENLVR",2005,"10",2005-11-13,"LVR","Oakland Coliseum",53,6,80,""
"8808","20051113GBATL",2005,"10",2005-11-13,"ATL","Georgia Dome",72,0,NA,"indoor"
"8809","20051113HOUIND",2005,"10",2005-11-13,"IND","RCA Dome",72,0,NA,"indoor"
"8810","20051113KCBUF",2005,"10",2005-11-13,"BUF","Ralph Wilson Stadium",56,17,45,""
"8811","20051113LARSEA",2005,"10",2005-11-13,"SEA","CenturyLink Field",45,9,93,""
"8812","20051113MINNYG",2005,"10",2005-11-13,"NYG","Giants Stadium",55,12,61,""
"8813","20051113NEMIA",2005,"10",2005-11-13,"MIA","Sun Life Stadium",77,15,63,""
"8814","20051113NYJCAR",2005,"10",2005-11-13,"CAR","Bank of America Stadium",54,4,60,""
"8815","20051113SFCHI",2005,"10",2005-11-13,"CHI","Soldier Field",53,25,59,""
"8816","20051113WASTB",2005,"10",2005-11-13,"TB","Raymond James Stadium",72,7,65,""
"8817","20051114DALPHI",2005,"10",2005-11-14,"PHI","Lincoln Financial Field",60,10,52,""
"8818","20051120ARILAR",2005,"11",2005-11-20,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"8819","20051120BUFLAC",2005,"11",2005-11-20,"LAC","Qualcomm Stadium",67,6,24,""
"8820","20051120CARCHI",2005,"11",2005-11-20,"CHI","Soldier Field",40,7,74,""
"8821","20051120DETDAL",2005,"11",2005-11-20,"DAL","Texas Stadium",53,11,51,""
"8822","20051120INDCIN",2005,"11",2005-11-20,"CIN","Paul Brown Stadium",44,8,48,""
"8823","20051120JAXTEN",2005,"11",2005-11-20,"TEN","Nissan Stadium",46,4,46,""
"8824","20051120KCHOU",2005,"11",2005-11-20,"HOU","Reliant Stadium",72,0,NA,"indoor"
