"","game_id","schedule_season","schedule_week","schedule_date","team_home_id","stadium","weather_temperature","weather_wind_mph","weather_humidity","weather_detail"
"10586","20120923PHIARI",2012,"3",2012-09-23,"ARI","University of Phoenix Stadium",72,0,NA,"indoor"
"10587","20120923PITLVR",2012,"3",2012-09-23,"LVR","Oakland Coliseum",69,15,53,""
"10588","20120923SFMIN",2012,"3",2012-09-23,"MIN","Mall of America Field",72,0,NA,"indoor"
"10589","20120923TBDAL",2012,"3",2012-09-23,"DAL","Cowboys Stadium",88,0,NA,"retractable (open roof)"
"10590","20120924GBSEA",2012,"3",2012-09-24,"SEA","CenturyLink Field",69,7,49,""
"10591","20120927CLEBAL",2012,"4",2012-09-27,"BAL","M&T Bank Stadium",77,5,64,""
"10592","20120930CARATL",2012,"4",2012-09-30,"ATL","Georgia Dome",72,0,NA,"indoor"
"10593","20120930CINJAX",2012,"4",2012-09-30,"JAX","EverBank Field",83,8,NA,""
"10594","20120930LACKC",2012,"4",2012-09-30,"KC","Arrowhead Stadium",73,0,54,""
"10595","20120930LVRDEN",2012,"4",2012-09-30,"DEN","Sports Authority Field at Mile High",73,6,26,""
"10596","20120930MIAARI",2012,"4",2012-09-30,"ARI","University of Phoenix Stadium",72,0,NA,"indoor"
"10597","20120930MINDET",2012,"4",2012-09-30,"DET","Ford Field",72,0,NA,"indoor"
"10598","20120930NEBUF",2012,"4",2012-09-30,"BUF","Ralph Wilson Stadium",61,7,72,""
"10599","20120930NOGB",2012,"4",2012-09-30,"GB","Lambeau Field",65,7,58,""
"10600","20120930NYGPHI",2012,"4",2012-09-30,"PHI","Lincoln Financial Field",63,8,59,"rain"
"10601","20120930SEALAR",2012,"4",2012-09-30,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"10602","20120930SFNYJ",2012,"4",2012-09-30,"NYJ","MetLife Stadium",67,9,50,""
"10603","20120930TENHOU",2012,"4",2012-09-30,"HOU","Reliant Stadium",71,13,NA,"retractable (open roof)"
"10604","20120930WASTB",2012,"4",2012-09-30,"TB","Raymond James Stadium",89,8,52,""
"10605","20121001CHIDAL",2012,"4",2012-10-01,"DAL","Cowboys Stadium",80,6,NA,"retractable (open roof)"
"10606","20121004ARILAR",2012,"5",2012-10-04,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"10607","20121007ATLWAS",2012,"5",2012-10-07,"WAS","FedEx Field",52,4,77,""
"10608","20121007BALKC",2012,"5",2012-10-07,"KC","Arrowhead Stadium",53,3,45,""
"10609","20121007BUFSF",2012,"5",2012-10-07,"SF","Candlestick Park",70,8,70,""
"10610","20121007CHIJAX",2012,"5",2012-10-07,"JAX","EverBank Field",88,6,53,""
"10611","20121007CLENYG",2012,"5",2012-10-07,"NYG","MetLife Stadium",52,4,84,""
"10612","20121007DENNE",2012,"5",2012-10-07,"NE","Gillette Stadium",54,4,65,""
"10613","20121007GBIND",2012,"5",2012-10-07,"IND","Lucas Oil Stadium",72,0,NA,"indoor"
"10614","20121007LACNO",2012,"5",2012-10-07,"NO","Louisiana Superdome",72,0,NA,"indoor"
"10615","20121007MIACIN",2012,"5",2012-10-07,"CIN","Paul Brown Stadium",51,7,55,""
"10616","20121007PHIPIT",2012,"5",2012-10-07,"PIT","Heinz Field",48,7,68,"rain"
"10617","20121007SEACAR",2012,"5",2012-10-07,"CAR","Bank of America Stadium",63,6,69,""
"10618","20121007TENMIN",2012,"5",2012-10-07,"MIN","Mall of America Field",72,0,NA,"indoor"
"10619","20121008HOUNYJ",2012,"5",2012-10-08,"NYJ","MetLife Stadium",51,3,NA,""
"10620","20121011PITTEN",2012,"6",2012-10-11,"TEN","Nissan Stadium",64,4,52,""
"10621","20121014BUFARI",2012,"6",2012-10-14,"ARI","University of Phoenix Stadium",72,0,NA,"indoor"
"10622","20121014CINCLE",2012,"6",2012-10-14,"CLE","FirstEnergy Stadium",75,18,65,""
"10623","20121014DALBAL",2012,"6",2012-10-14,"BAL","M&T Bank Stadium",80,8,45,""
"10624","20121014DETPHI",2012,"6",2012-10-14,"PHI","Lincoln Financial Field",73,14,58,""
"10625","20121014GBHOU",2012,"6",2012-10-14,"HOU","Reliant Stadium",81,7,NA,"retractable (open roof)"
"10626","20121014INDNYJ",2012,"6",2012-10-14,"NYJ","MetLife Stadium",70,11,NA,""
"10627","20121014KCTB",2012,"6",2012-10-14,"TB","Raymond James Stadium",88,9,55,""
"10628","20121014LARMIA",2012,"6",2012-10-14,"MIA","Sun Life Stadium",85,2,72,""
"10629","20121014LVRATL",2012,"6",2012-10-14,"ATL","Georgia Dome",72,0,NA,"indoor"
"10630","20121014MINWAS",2012,"6",2012-10-14,"WAS","FedEx Field",74,12,40,""
"10631","20121014NESEA",2012,"6",2012-10-14,"SEA","CenturyLink Field",63,9,80,"rain"
"10632","20121014NYGSF",2012,"6",2012-10-14,"SF","Candlestick Park",77,7,NA,""
"10633","20121015DENLAC",2012,"6",2012-10-15,"LAC","Qualcomm Stadium",78,7,50,""
"10634","20121018SEASF",2012,"7",2012-10-18,"SF","Candlestick Park",80,6,30,""
"10635","20121021ARIMIN",2012,"7",2012-10-21,"MIN","Mall of America Field",72,0,NA,"indoor"
"10636","20121021BALHOU",2012,"7",2012-10-21,"HOU","Reliant Stadium",84,11,NA,"retractable (open roof)"
"10637","20121021CLEIND",2012,"7",2012-10-21,"IND","Lucas Oil Stadium",72,0,NA,"indoor"
"10638","20121021DALCAR",2012,"7",2012-10-21,"CAR","Bank of America Stadium",67,8,43,""
"10639","20121021GBLAR",2012,"7",2012-10-21,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"10640","20121021JAXLVR",2012,"7",2012-10-21,"LVR","Oakland Coliseum",63,11,49,""
"10641","20121021NOTB",2012,"7",2012-10-21,"TB","Raymond James Stadium",81,8,36,""
"10642","20121021NYJNE",2012,"7",2012-10-21,"NE","Gillette Stadium",62,5,39,""
"10643","20121021PITCIN",2012,"7",2012-10-21,"CIN","Paul Brown Stadium",55,1,76,""
"10644","20121021TENBUF",2012,"7",2012-10-21,"BUF","Ralph Wilson Stadium",55,14,75,""
"10645","20121021WASNYG",2012,"7",2012-10-21,"NYG","MetLife Stadium",67,15,44,""
"10646","20121022DETCHI",2012,"7",2012-10-22,"CHI","Soldier Field",66,9,89,""
"10647","20121025TBMIN",2012,"8",2012-10-25,"MIN","Mall of America Field",72,0,NA,"indoor"
"10648","20121028ATLPHI",2012,"8",2012-10-28,"PHI","Lincoln Financial Field",58,13,75,"rain"
"10649","20121028CARCHI",2012,"8",2012-10-28,"CHI","Soldier Field",49,18,51,""
"10650","20121028INDTEN",2012,"8",2012-10-28,"TEN","Nissan Stadium",57,12,49,""
"10651","20121028JAXGB",2012,"8",2012-10-28,"GB","Lambeau Field",45,7,47,""
"10652","20121028LACCLE",2012,"8",2012-10-28,"CLE","FirstEnergy Stadium",45,18,89,"rain | fog"
"10653","20121028LVRKC",2012,"8",2012-10-28,"KC","Arrowhead Stadium",51,3,40,""
"10654","20121028MIANYJ",2012,"8",2012-10-28,"NYJ","MetLife Stadium",59,8,NA,""
"10655","20121028NELAR",2012,"8",2012-10-28,"LAR","Wembley Stadium",49,9,NA,"rain"
"10656","20121028NODEN",2012,"8",2012-10-28,"DEN","Sports Authority Field at Mile High",59,5,30,""
"10657","20121028NYGDAL",2012,"8",2012-10-28,"DAL","Cowboys Stadium",63,7,NA,"retractable (open roof)"
"10658","20121028SEADET",2012,"8",2012-10-28,"DET","Ford Field",72,0,NA,"indoor"
"10659","20121028WASPIT",2012,"8",2012-10-28,"PIT","Heinz Field",45,8,88,"rain | fog"
"10660","20121029SFARI",2012,"8",2012-10-29,"ARI","University of Phoenix Stadium",72,0,NA,"indoor"
"10661","20121101KCLAC",2012,"9",2012-11-01,"LAC","Qualcomm Stadium",63,3,74,""
"10662","20121104ARIGB",2012,"9",2012-11-04,"GB","Lambeau Field",39,7,57,""
"10663","20121104BALCLE",2012,"9",2012-11-04,"CLE","FirstEnergy Stadium",41,8,69,""
"10664","20121104BUFHOU",2012,"9",2012-11-04,"HOU","Reliant Stadium",79,6,NA,"retractable (open roof)"
"10665","20121104CARWAS",2012,"9",2012-11-04,"WAS","FedEx Field",50,3,44,""
"10666","20121104CHITEN",2012,"9",2012-11-04,"TEN","Nissan Stadium",51,6,63,""
"10667","20121104DALATL",2012,"9",2012-11-04,"ATL","Georgia Dome",72,0,NA,"indoor"
"10668","20121104DENCIN",2012,"9",2012-11-04,"CIN","Paul Brown Stadium",48,3,59,""
"10669","20121104DETJAX",2012,"9",2012-11-04,"JAX","EverBank Field",81,9,NA,""
"10670","20121104MIAIND",2012,"9",2012-11-04,"IND","Lucas Oil Stadium",72,0,NA,"indoor"
"10671","20121104MINSEA",2012,"9",2012-11-04,"SEA","CenturyLink Field",61,5,89,""
"10672","20121104PITNYG",2012,"9",2012-11-04,"NYG","MetLife Stadium",45,9,58,""
"10673","20121104TBLVR",2012,"9",2012-11-04,"LVR","Oakland Coliseum",73,7,55,""
"10674","20121105PHINO",2012,"9",2012-11-05,"NO","Louisiana Superdome",72,0,NA,"indoor"
"10675","20121108INDJAX",2012,"10",2012-11-08,"JAX","EverBank Field",47,0,NA,""
"10676","20121111ATLNO",2012,"10",2012-11-11,"NO","Louisiana Superdome",72,0,NA,"indoor"
"10677","20121111BUFNE",2012,"10",2012-11-11,"NE","Gillette Stadium",64,8,55,""
"10678","20121111DALPHI",2012,"10",2012-11-11,"PHI","Lincoln Financial Field",63,7,45,""
"10679","20121111DENCAR",2012,"10",2012-11-11,"CAR","Bank of America Stadium",71,7,NA,""
"10680","20121111DETMIN",2012,"10",2012-11-11,"MIN","Mall of America Field",72,0,NA,"indoor"
"10681","20121111HOUCHI",2012,"10",2012-11-11,"CHI","Soldier Field",54,8,90,"fog"
"10682","20121111LACTB",2012,"10",2012-11-11,"TB","Raymond James Stadium",80,6,51,""
"10683","20121111LARSF",2012,"10",2012-11-11,"SF","Candlestick Park",60,5,59,""
"10684","20121111LVRBAL",2012,"10",2012-11-11,"BAL","M&T Bank Stadium",69,6,56,""
"10685","20121111NYGCIN",2012,"10",2012-11-11,"CIN","Paul Brown Stadium",69,14,30,""
"10686","20121111NYJSEA",2012,"10",2012-11-11,"SEA","CenturyLink Field",48,2,66,""
"10687","20121111TENMIA",2012,"10",2012-11-11,"MIA","Sun Life Stadium",79,2,52,""
"10688","20121112KCPIT",2012,"10",2012-11-12,"PIT","Heinz Field",45,11,84,"rain | fog"
"10689","20121115MIABUF",2012,"11",2012-11-15,"BUF","Ralph Wilson Stadium",36,5,73,""
"10690","20121118ARIATL",2012,"11",2012-11-18,"ATL","Georgia Dome",72,0,NA,"indoor"
"10691","20121118BALPIT",2012,"11",2012-11-18,"PIT","Heinz Field",46,6,52,""
"10692","20121118CINKC",2012,"11",2012-11-18,"KC","Arrowhead Stadium",60,12,37,""
"10693","20121118CLEDAL",2012,"11",2012-11-18,"DAL","Cowboys Stadium",63,5,NA,"retractable (open roof)"
"10694","20121118GBDET",2012,"11",2012-11-18,"DET","Ford Field",72,0,NA,"indoor"
"10695","20121118INDNE",2012,"11",2012-11-18,"NE","Gillette Stadium",42,1,62,""
"10696","20121118JAXHOU",2012,"11",2012-11-18,"HOU","Reliant Stadium",70,7,NA,"retractable (open roof)"
"10697","20121118LACDEN",2012,"11",2012-11-18,"DEN","Sports Authority Field at Mile High",63,3,22,""
"10698","20121118NOLVR",2012,"11",2012-11-18,"LVR","Oakland Coliseum",62,3,62,""
"10699","20121118NYJLAR",2012,"11",2012-11-18,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"10700","20121118PHIWAS",2012,"11",2012-11-18,"WAS","FedEx Field",52,9,55,""
"10701","20121118TBCAR",2012,"11",2012-11-18,"CAR","Bank of America Stadium",55,9,15,""
"10702","20121119CHISF",2012,"11",2012-11-19,"SF","Candlestick Park",64,2,52,""
"10703","20121122HOUDET",2012,"12",2012-11-22,"DET","Ford Field",72,0,NA,"indoor"
"10704","20121122NENYJ",2012,"12",2012-11-22,"NYJ","MetLife Stadium",46,2,72,""
"10705","20121122WASDAL",2012,"12",2012-11-22,"DAL","Cowboys Stadium",75,14,NA,"retractable (open roof)"
"10706","20121125ATLTB",2012,"12",2012-11-25,"TB","Raymond James Stadium",65,7,30,""
"10707","20121125BALLAC",2012,"12",2012-11-25,"LAC","Qualcomm Stadium",62,4,82,"fog"
"10708","20121125BUFIND",2012,"12",2012-11-25,"IND","Lucas Oil Stadium",72,0,NA,"indoor"
"10709","20121125DENKC",2012,"12",2012-11-25,"KC","Arrowhead Stadium",54,5,38,""
"10710","20121125GBNYG",2012,"12",2012-11-25,"NYG","MetLife Stadium",37,11,60,""
"10711","20121125LARARI",2012,"12",2012-11-25,"ARI","University of Phoenix Stadium",72,0,NA,"indoor"
"10712","20121125LVRCIN",2012,"12",2012-11-25,"CIN","Paul Brown Stadium",45,9,47,""
"10713","20121125MINCHI",2012,"12",2012-11-25,"CHI","Soldier Field",41,5,26,""
"10714","20121125PITCLE",2012,"12",2012-11-25,"CLE","FirstEnergy Stadium",38,12,65,""
"10715","20121125SEAMIA",2012,"12",2012-11-25,"MIA","Sun Life Stadium",74,6,51,""
"10716","20121125SFNO",2012,"12",2012-11-25,"NO","Louisiana Superdome",72,0,NA,"indoor"
"10717","20121125TENJAX",2012,"12",2012-11-25,"JAX","EverBank Field",63,0,NA,""
"10718","20121126CARPHI",2012,"12",2012-11-26,"PHI","Lincoln Financial Field",37,2,42,""
"10719","20121129NOATL",2012,"13",2012-11-29,"ATL","Georgia Dome",72,0,NA,"indoor"
"10720","20121202ARINYJ",2012,"13",2012-12-02,"NYJ","MetLife Stadium",46,4,NA,"fog"
"10721","20121202CARKC",2012,"13",2012-12-02,"KC","Arrowhead Stadium",61,0,60,""
"10722","20121202CINLAC",2012,"13",2012-12-02,"LAC","Qualcomm Stadium",66,4,65,"fog"
"10723","20121202CLELVR",2012,"13",2012-12-02,"LVR","Oakland Coliseum",62,2,84,""
"10724","20121202HOUTEN",2012,"13",2012-12-02,"TEN","Nissan Stadium",71,12,60,""
"10725","20121202INDDET",2012,"13",2012-12-02,"DET","Ford Field",72,0,NA,"indoor"
"10726","20121202JAXBUF",2012,"13",2012-12-02,"BUF","Ralph Wilson Stadium",52,13,87,"rain | fog"
"10727","20121202MINGB",2012,"13",2012-12-02,"GB","Lambeau Field",45,8,79,""
"10728","20121202NEMIA",2012,"13",2012-12-02,"MIA","Sun Life Stadium",78,13,66,""
"10729","20121202PHIDAL",2012,"13",2012-12-02,"DAL","Cowboys Stadium",77,8,NA,"retractable (open roof)"
"10730","20121202PITBAL",2012,"13",2012-12-02,"BAL","M&T Bank Stadium",57,9,62,""
"10731","20121202SEACHI",2012,"13",2012-12-02,"CHI","Soldier Field",61,4,76,""
"10732","20121202SFLAR",2012,"13",2012-12-02,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"10733","20121202TBDEN",2012,"13",2012-12-02,"DEN","Sports Authority Field at Mile High",64,4,16,""
"10734","20121203NYGWAS",2012,"13",2012-12-03,"WAS","FedEx Field",60,1,98,""
"10735","20121206DENLVR",2012,"14",2012-12-06,"LVR","Oakland Coliseum",57,7,73,""
"10736","20121209ARISEA",2012,"14",2012-12-09,"SEA","CenturyLink Field",48,8,82,"rain | fog"
"10737","20121209ATLCAR",2012,"14",2012-12-09,"CAR","Bank of America Stadium",70,5,50,"fog"
"10738","20121209BALWAS",2012,"14",2012-12-09,"WAS","FedEx Field",51,8,95,""
"10739","20121209CHIMIN",2012,"14",2012-12-09,"MIN","Mall of America Field",72,0,NA,"indoor"
"10740","20121209DALCIN",2012,"14",2012-12-09,"CIN","Paul Brown Stadium",54,6,96,""
"10741","20121209DETGB",2012,"14",2012-12-09,"GB","Lambeau Field",33,9,92,"snow | fog"
"10742","20121209KCCLE",2012,"14",2012-12-09,"CLE","FirstEnergy Stadium",44,5,70,""
"10743","20121209LACPIT",2012,"14",2012-12-09,"PIT","Heinz Field",51,6,80,""
"10744","20121209LARBUF",2012,"14",2012-12-09,"BUF","Ralph Wilson Stadium",37,11,74,""
"10745","20121209MIASF",2012,"14",2012-12-09,"SF","Candlestick Park",64,3,44,""
"10746","20121209NONYG",2012,"14",2012-12-09,"NYG","MetLife Stadium",43,3,88,"rain"
"10747","20121209NYJJAX",2012,"14",2012-12-09,"JAX","EverBank Field",69,5,NA,"fog"
"10748","20121209PHITB",2012,"14",2012-12-09,"TB","Raymond James Stadium",73,1,92,""
"10749","20121209TENIND",2012,"14",2012-12-09,"IND","Lucas Oil Stadium",72,0,NA,"indoor"
"10750","20121210HOUNE",2012,"14",2012-12-10,"NE","Gillette Stadium",59,7,91,""
"10751","20121213CINPHI",2012,"15",2012-12-13,"PHI","Lincoln Financial Field",40,3,55,""
"10752","20121216CARLAC",2012,"15",2012-12-16,"LAC","Qualcomm Stadium",59,6,64,""
"10753","20121216DENBAL",2012,"15",2012-12-16,"BAL","M&T Bank Stadium",64,7,74,"rain"
"10754","20121216DETARI",2012,"15",2012-12-16,"ARI","University of Phoenix Stadium",72,0,NA,"indoor"
"10755","20121216GBCHI",2012,"15",2012-12-16,"CHI","Soldier Field",44,9,79,""
"10756","20121216INDHOU",2012,"15",2012-12-16,"HOU","Reliant Stadium",64,10,NA,"retractable (open roof)"
"10757","20121216JAXMIA",2012,"15",2012-12-16,"MIA","Sun Life Stadium",80,9,60,""
"10758","20121216KCLVR",2012,"15",2012-12-16,"LVR","Oakland Coliseum",56,5,77,""
"10759","20121216MINLAR",2012,"15",2012-12-16,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"10760","20121216NYGATL",2012,"15",2012-12-16,"ATL","Georgia Dome",72,0,NA,"indoor"
"10761","20121216PITDAL",2012,"15",2012-12-16,"DAL","Cowboys Stadium",72,6,NA,"retractable (open roof)"
"10762","20121216SEABUF",2012,"15",2012-12-16,"BUF","Rogers Centre",72,0,NA,"indoor"
"10763","20121216SFNE",2012,"15",2012-12-16,"NE","Gillette Stadium",37,5,100,"fog"
"10764","20121216TBNO",2012,"15",2012-12-16,"NO","Louisiana Superdome",72,0,NA,"indoor"
"10765","20121216WASCLE",2012,"15",2012-12-16,"CLE","FirstEnergy Stadium",59,9,67,""
"10766","20121217NYJTEN",2012,"15",2012-12-17,"TEN","Nissan Stadium",54,11,83,""
"10767","20121222ATLDET",2012,"16",2012-12-22,"DET","Ford Field",72,0,NA,"indoor"
"10768","20121223BUFMIA",2012,"16",2012-12-23,"MIA","Sun Life Stadium",73,9,47,""
"10769","20121223CHIARI",2012,"16",2012-12-23,"ARI","University of Phoenix Stadium",72,0,NA,"indoor"
"10770","20121223CINPIT",2012,"16",2012-12-23,"PIT","Heinz Field",38,12,56,""
"10771","20121223CLEDEN",2012,"16",2012-12-23,"DEN","Sports Authority Field at Mile High",51,3,22,""
"10772","20121223INDKC",2012,"16",2012-12-23,"KC","Arrowhead Stadium",36,6,74,""
"10773","20121223LACNYJ",2012,"16",2012-12-23,"NYJ","MetLife Stadium",41,8,54,""
"10774","20121223LARTB",2012,"16",2012-12-23,"TB","Raymond James Stadium",63,8,28,""
"10775","20121223LVRCAR",2012,"16",2012-12-23,"CAR","Bank of America Stadium",53,5,43,""
"10776","20121223MINHOU",2012,"16",2012-12-23,"HOU","Reliant Stadium",75,12,NA,"retractable (open roof)"
"10777","20121223NEJAX",2012,"16",2012-12-23,"JAX","EverBank Field",60,0,NA,""
"10778","20121223NODAL",2012,"16",2012-12-23,"DAL","Cowboys Stadium",64,8,NA,"retractable (open roof)"
"10779","20121223NYGBAL",2012,"16",2012-12-23,"BAL","M&T Bank Stadium",51,7,33,""
"10780","20121223SFSEA",2012,"16",2012-12-23,"SEA","CenturyLink Field",45,3,76,"rain"
"10781","20121223TENGB",2012,"16",2012-12-23,"GB","Lambeau Field",24,9,68,""
"10782","20121223WASPHI",2012,"16",2012-12-23,"PHI","Lincoln Financial Field",44,9,52,""
"10783","20121230ARISF",2012,"17",2012-12-30,"SF","Candlestick Park",53,5,70,""
"10784","20121230BALCIN",2012,"17",2012-12-30,"CIN","Paul Brown Stadium",28,8,72,""
"10785","20121230CARNO",2012,"17",2012-12-30,"NO","Louisiana Superdome",72,0,NA,"indoor"
"10786","20121230CHIDET",2012,"17",2012-12-30,"DET","Ford Field",72,0,NA,"indoor"
"10787","20121230CLEPIT",2012,"17",2012-12-30,"PIT","Heinz Field",28,13,78,""
"10788","20121230DALWAS",2012,"17",2012-12-30,"WAS","FedEx Field",37,9,53,""
"10789","20121230GBMIN",2012,"17",2012-12-30,"MIN","Mall of America Field",72,0,NA,"indoor"
"10790","20121230HOUIND",2012,"17",2012-12-30,"IND","Lucas Oil Stadium",72,0,NA,"indoor"
"10791","20121230JAXTEN",2012,"17",2012-12-30,"TEN","Nissan Stadium",39,4,50,""
"10792","20121230KCDEN",2012,"17",2012-12-30,"DEN","Sports Authority Field at Mile High",35,13,41,""
"10793","20121230LARSEA",2012,"17",2012-12-30,"SEA","CenturyLink Field",42,4,77,""
"10794","20121230LVRLAC",2012,"17",2012-12-30,"LAC","Qualcomm Stadium",54,5,80,""
"10795","20121230MIANE",2012,"17",2012-12-30,"NE","Gillette Stadium",28,13,45,""
"10796","20121230NYJBUF",2012,"17",2012-12-30,"BUF","Ralph Wilson Stadium",28,8,53,""
"10797","20121230PHINYG",2012,"17",2012-12-30,"NYG","MetLife Stadium",34,21,50,"snow"
"10798","20121230TBATL",2012,"17",2012-12-30,"ATL","Georgia Dome",72,0,NA,"indoor"
"10799","20130105CINHOU",2012,"Wildcard",2013-01-05,"HOU","Reliant Stadium",NA,NA,NA,""
"10800","20130105MINGB",2012,"Wildcard",2013-01-05,"GB","Lambeau Field",NA,NA,NA,""
"10801","20130106INDBAL",2012,"Wildcard",2013-01-06,"BAL","M&T Bank Stadium",NA,NA,NA,""
"10802","20130106SEAWAS",2012,"Wildcard",2013-01-06,"WAS","FedEx Field",NA,NA,NA,""
"10803","20130112BALDEN",2012,"Division",2013-01-12,"DEN","Sports Authority Field at Mile High",NA,NA,NA,""
"10804","20130112GBSF",2012,"Division",2013-01-12,"SF","Candlestick Park",NA,NA,NA,""
"10805","20130113HOUNE",2012,"Division",2013-01-13,"NE","Gillette Stadium",NA,NA,NA,""
"10806","20130113SEAATL",2012,"Division",2013-01-13,"ATL","Georgia Dome",72,0,NA,"indoor"
"10807","20130120BALNE",2012,"Conference",2013-01-20,"NE","Gillette Stadium",NA,NA,NA,""
"10808","20130120SFATL",2012,"Conference",2013-01-20,"ATL","Georgia Dome",72,0,NA,"indoor"
"10809","20130203BALSF",2012,"Superbowl",2013-02-03,"SF","Mercedes-Benz Superdome",72,0,NA,"indoor"
"10810","20130905BALDEN",2013,"1",2013-09-05,"DEN","Sports Authority Field at Mile High",83,7,30,""
"10811","20130908ARILAR",2013,"1",2013-09-08,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"10812","20130908ATLNO",2013,"1",2013-09-08,"NO","Louisiana Superdome",72,0,NA,"indoor"
"10813","20130908CINCHI",2013,"1",2013-09-08,"CHI","Soldier Field",77,13,79,""
"10814","20130908GBSF",2013,"1",2013-09-08,"SF","Candlestick Park",69,6,67,""
"10815","20130908KCJAX",2013,"1",2013-09-08,"JAX","EverBank Field",87,10,55,""
"10816","20130908LVRIND",2013,"1",2013-09-08,"IND","Lucas Oil Stadium",72,0,NA,"indoor"
"10817","20130908MIACLE",2013,"1",2013-09-08,"CLE","FirstEnergy Stadium",72,16,80,""
"10818","20130908MINDET",2013,"1",2013-09-08,"DET","Ford Field",72,0,NA,"indoor"
"10819","20130908NEBUF",2013,"1",2013-09-08,"BUF","Ralph Wilson Stadium",65,6,55,""
"10820","20130908NYGDAL",2013,"1",2013-09-08,"DAL","Cowboys Stadium",72,0,NA,"indoor"
"10821","20130908SEACAR",2013,"1",2013-09-08,"CAR","Bank of America Stadium",87,7,48,""
"10822","20130908TBNYJ",2013,"1",2013-09-08,"NYJ","MetLife Stadium",82,9,50,""
"10823","20130908TENPIT",2013,"1",2013-09-08,"PIT","Heinz Field",74,9,76,""
"10824","20130909HOULAC",2013,"1",2013-09-09,"LAC","Qualcomm Stadium",70,3,73,""
"10825","20130909PHIWAS",2013,"1",2013-09-09,"WAS","FedEx Field",80,9,52,""
"10826","20130912NYJNE",2013,"2",2013-09-12,"NE","Gillette Stadium",72,8,89,"rain | fog"
"10827","20130915CARBUF",2013,"2",2013-09-15,"BUF","Ralph Wilson Stadium",66,10,59,""
"10828","20130915CLEBAL",2013,"2",2013-09-15,"BAL","M&T Bank Stadium",78,6,37,""
"10829","20130915DALKC",2013,"2",2013-09-15,"KC","Arrowhead Stadium",79,6,69,""
"10830","20130915DENNYG",2013,"2",2013-09-15,"NYG","MetLife Stadium",70,3,33,""
"10831","20130915DETARI",2013,"2",2013-09-15,"ARI","University of Phoenix Stadium",72,0,NA,"indoor"
"10832","20130915JAXLVR",2013,"2",2013-09-15,"LVR","Oakland Coliseum",76,9,52,""
"10833","20130915LACPHI",2013,"2",2013-09-15,"PHI","Lincoln Financial Field",72,7,40,""
"10834","20130915LARATL",2013,"2",2013-09-15,"ATL","Georgia Dome",72,0,NA,"indoor"
"10835","20130915MIAIND",2013,"2",2013-09-15,"IND","Lucas Oil Stadium",72,0,NA,"indoor"
"10836","20130915MINCHI",2013,"2",2013-09-15,"CHI","Soldier Field",62,6,76,"rain"
"10837","20130915NOTB",2013,"2",2013-09-15,"TB","Raymond James Stadium",93,8,47,""
"10838","20130915SFSEA",2013,"2",2013-09-15,"SEA","CenturyLink Field",64,6,81,"rain"
"10839","20130915TENHOU",2013,"2",2013-09-15,"HOU","Reliant Stadium",91,9,54,"retractable (open roof)"
"10840","20130915WASGB",2013,"2",2013-09-15,"GB","Lambeau Field",62,4,100,"rain"
"10841","20130916PITCIN",2013,"2",2013-09-16,"CIN","Paul Brown Stadium",62,5,75,""
"10842","20130919KCPHI",2013,"3",2013-09-19,"PHI","Lincoln Financial Field",73,5,43,""
"10843","20130922ARINO",2013,"3",2013-09-22,"NO","Louisiana Superdome",72,0,NA,"indoor"
"10844","20130922ATLMIA",2013,"3",2013-09-22,"MIA","Sun Life Stadium",89,8,58,""
"10845","20130922BUFNYJ",2013,"3",2013-09-22,"NYJ","MetLife Stadium",67,9,46,""
"10846","20130922CHIPIT",2013,"3",2013-09-22,"PIT","Heinz Field",56,5,72,""
"10847","20130922CLEMIN",2013,"3",2013-09-22,"MIN","Mall of America Field",72,0,NA,"indoor"
"10848","20130922DETWAS",2013,"3",2013-09-22,"WAS","FedEx Field",72,8,51,""
"10849","20130922GBCIN",2013,"3",2013-09-22,"CIN","Paul Brown Stadium",67,7,52,""
"10850","20130922HOUBAL",2013,"3",2013-09-22,"BAL","M&T Bank Stadium",73,9,44,""
"10851","20130922INDSF",2013,"3",2013-09-22,"SF","Candlestick Park",66,5,63,""
"10852","20130922JAXSEA",2013,"3",2013-09-22,"SEA","CenturyLink Field",61,17,87,""
"10853","20130922LACTEN",2013,"3",2013-09-22,"TEN","Nissan Stadium",76,7,46,""
"10854","20130922LARDAL",2013,"3",2013-09-22,"DAL","Cowboys Stadium",72,0,NA,"indoor"
"10855","20130922NYGCAR",2013,"3",2013-09-22,"CAR","Bank of America Stadium",77,15,52,""
"10856","20130922TBNE",2013,"3",2013-09-22,"NE","Gillette Stadium",72,9,72,""
"10857","20130923LVRDEN",2013,"3",2013-09-23,"DEN","Sports Authority Field at Mile High",64,16,28,""
"10858","20130926SFLAR",2013,"4",2013-09-26,"LAR","Edward Jones Dome",72,0,NA,"indoor"
"10859","20130929ARITB",2013,"4",2013-09-29,"TB","Raymond James Stadium",84,7,55,""
"10860","20130929BALBUF",2013,"4",2013-09-29,"BUF","Ralph Wilson Stadium",74,8,57,""
